220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 67.5
220929, 수실류, 대추, 대추, 1, 0, 600.0
220929, 과채류, 오이, 취청, 1, 0, 315.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 680.0
220929, 과실류, 단감, 송본, 1, 0, 220.0
220929, 조미채소류, 대파, 대파, 1, 0, 170.0
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 225.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 720.0
220929, 엽경채류, 상추, 기타상추, 1, 0, 1060.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 293.0
220929, 과채류, 오이, 가시오이, 1, 0, 260.0
220929, 특용작물류, 땅콩, 땅콩, 1, 0, 825.0
220929, 과실류, 감귤, 극조생감귤, 1, 0, 300.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 350.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 27.45614
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 300.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 333.33334
220929, 양채류, 치커리, 치커리, 1, 0, 250.0
220929, 수실류, 대추, 기타대추, 1, 0, 425.0
220929, 서류, 고구마, 호박고구마, 1, 0, 20.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 160.0
220929, 과실류, 단감, 송본, 1, 0, 330.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 720.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 300.0
220929, 농림가공, 곡물제조, 두부, 0, 0, 133.33333
220929, 농림가공, 곡물제조, 두부, 0, 0, 112.5
220929, 농림가공, 곡물제조, 두부, 0, 0, 141.66667
220929, 과실류, 배, 신고, 1, 0, 200.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 760.0
220929, 과실류, 배, 신고, 1, 0, 186.66667
220929, 과실류, 사과, 시나노스위트, 1, 0, 246.0
220929, 과실류, 배, 신고, 1, 0, 166.66667
220929, 과실류, 자두, 추희, 1, 0, 180.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 575.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 324.0
220929, 서류, 감자, 수미, 1, 0, 222.0
220929, 과실류, 배, 신고, 1, 0, 180.0
220929, 과실류, 단감, 상서, 1, 0, 280.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 132.5
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 132.5
220929, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 480.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 700.0
220929, 과실류, 단감, 상서, 1, 0, 310.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 570.0
220929, 과실류, 포도, 거봉, 1, 0, 300.0
220929, 엽경채류, 무순, 무순, 1, 0, 195.0
220929, 조미채소류, 풋고추, 맛광, 1, 0, 180.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 280.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 540.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 290.9091
220929, 조미채소류, 풋고추, 맛광, 1, 0, 650.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 450.0
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 500.0
220929, 조미채소류, 풋고추, 맛광, 1, 0, 660.0
220929, 과일과채류, 토마토, 찰토마토, 1, 0, 455.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 280.0
220929, 버섯류, 새송이, 새송이, 1, 0, 225.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 280.0
220929, 서류, 고구마, 기타, 1, 0, 70.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 250.0
220929, 과실류, 단감, 송본, 1, 0, 312.0
220929, 과실류, 사과, 요까, 1, 0, 130.0
220929, 버섯류, 새송이, 새송이, 1, 0, 465.0
220929, 과실류, 자두, 추희, 1, 0, 200.0
220929, 조미채소류, 건고추, 기타건고추, 1, 0, 1900.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 550.0
220929, 근채류, 무, 여름무, 1, 0, 173.33333
220929, 과실류, 포도, 캠벨얼리, 1, 0, 533.3333
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 875.0
220929, 과실류, 자두, 추희, 1, 0, 570.0
220929, 과실류, 사과, 기타사과, 1, 0, 415.0
220929, 과실류, 사과, 요까, 1, 0, 160.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220929, 과실류, 떫은감, 약시, 1, 0, 140.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220929, 서류, 고구마, 기타, 1, 0, 110.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 260.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 300.0
220929, 서류, 고구마, 기타, 1, 0, 96.0
220929, 농림가공, 곡물제조, 두부, 0, 0, 141.66667
220929, 과실류, 포도, 샤인마스캇, 1, 0, 750.0
220929, 과실류, 단감, 상서, 1, 0, 120.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220929, 과실류, 무화과, 무화과, 1, 0, 550.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 333.33334
220929, 조미채소류, 풋고추, 청양, 1, 0, 450.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 790.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 230.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 500.0
220929, 과실류, 사과, 기타사과, 1, 0, 252.0
220929, 조미채소류, 풋고추, 롱그린, 1, 0, 450.0
220929, 서류, 감자, 대지, 1, 0, 150.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 180.0
220929, 조미채소류, 쪽파, 쪽파, 1, 0, 40.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 371.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 320.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 280.0
220929, 서류, 고구마, 밤고구마, 1, 0, 30.0
220929, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 112.5
220929, 서류, 고구마, 호박고구마, 1, 0, 50.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 206.66667
220929, 과실류, 복숭아, 황도, 1, 0, 375.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 960.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 350.0
220929, 수실류, 대추, 기타대추, 1, 0, 500.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 175.0
220929, 과실류, 단감, 부유, 1, 0, 455.0
220929, 엽경채류, 열무, 열무, 1, 0, 70.0
220929, 조미채소류, 풋고추, 오이맛고추, 1, 0, 130.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220929, 과일과채류, 토마토, 토마토, 1, 0, 560.0
220929, 엽경채류, 배추, 쌈배추, 1, 0, 112.5
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 250.0
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 255.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 52.21239
220929, 과실류, 사과, 양광, 1, 0, 271.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 720.0
220929, 엽경채류, 깻잎, 깻잎순, 1, 0, 400.0
220929, 과실류, 자두, 추희, 1, 0, 460.0
220929, 과실류, 떫은감, 연시, 1, 0, 300.0
220929, 과채류, 호박, 쥬키니호박, 1, 0, 139.0
220929, 엽경채류, 배추, 쌈배추, 1, 0, 313.75
220929, 과실류, 단감, 부유, 1, 0, 180.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220929, 수실류, 대추, 기타대추, 1, 0, 800.0
220929, 수실류, 대추, 기타대추, 1, 0, 600.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220929, 수실류, 대추, 대추, 1, 0, 850.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 240.0
220929, 버섯류, 표고버섯, 표고버섯, 1, 0, 660.0
220929, 서류, 고구마, 기타, 1, 0, 190.0
220929, 과실류, 떫은감, 약시, 1, 0, 280.0
220929, 수실류, 대추, 대추, 1, 0, 850.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 400.0
220929, 과실류, 사과, 양광, 1, 0, 271.0
220929, 엽경채류, 시금치, 시금치, 1, 0, 400.0
220929, 서류, 고구마, 기타, 1, 0, 200.0
220929, 과실류, 배, 신고, 1, 0, 200.0
220929, 과실류, 복숭아, 황도, 1, 0, 100.0
220929, 서류, 고구마, 기타, 1, 0, 103.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 1000.0
220929, 과실류, 사과, 양광, 1, 0, 271.0
220929, 과실류, 단감, 기타단감, 1, 0, 200.0
220929, 과실류, 배, 신고, 1, 0, 186.66667
220929, 과실류, 무화과, 무화과, 1, 0, 550.0
220929, 과실류, 단감, 기타단감, 1, 0, 220.0
220929, 과실류, 단감, 송본, 1, 0, 265.0
220929, 과실류, 사과, 양광, 1, 0, 271.0
220929, 버섯류, 새송이, 새송이, 1, 0, 395.0
220929, 과실류, 자두, 추희, 1, 0, 304.0
220929, 조미채소류, 생강, 구강, 1, 0, 270.0
220929, 과실류, 포도, 거봉, 1, 0, 275.0
220929, 과일과채류, 참외, 기타참외, 1, 0, 240.0
220929, 엽경채류, 배추, 고냉지배추, 1, 0, 238.0
220929, 과실류, 사과, 홍로, 1, 0, 280.0
220929, 수실류, 대추, 기타대추, 1, 0, 600.0
220929, 조미채소류, 마늘, 햇마늘 한지, 1, 0, 450.0
220929, 과실류, 단감, 송본, 1, 0, 270.0
220929, 과실류, 포도, 캠벨얼리, 1, 0, 400.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 630.0
220929, 서류, 고구마, 기타, 1, 0, 103.0
220929, 과실류, 사과, 양광, 1, 0, 271.0
220929, 과실류, 단감, 송본, 1, 0, 360.0
220929, 엽경채류, 상추, 기타상추, 1, 0, 440.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 725.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220929, 과실류, 배, 신고, 1, 0, 200.0
220929, 근채류, 우엉, 우엉, 0, 0, 130.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 562.5
220929, 버섯류, 양송이, 양송이, 1, 0, 1375.0
220929, 조미채소류, 풋고추, 청초, 1, 0, 144.0
220929, 엽경채류, 무순, 무순, 1, 0, 195.0
220929, 과실류, 포도, 거봉, 1, 0, 350.0
220929, 과일과채류, 토마토, 완숙토마토, 1, 0, 500.0
220929, 과실류, 포도, 거봉, 1, 0, 400.0
220929, 과실류, 석류, 석류, 1, 0, 90.0
220929, 과실류, 자두, 추희, 1, 0, 100.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 597.5
220929, 과실류, 포도, 거봉, 1, 0, 450.0
220929, 과실류, 포도, 거봉, 1, 0, 555.0
220929, 엽경채류, 무순, 무순, 1, 0, 190.0
220929, 조미채소류, 풋고추, 맛광, 1, 0, 220.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 450.0
220929, 조미채소류, 풋고추, 맛광, 1, 0, 580.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 470.0
220929, 조미채소류, 풋고추, 녹광, 1, 0, 250.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 470.0
220929, 조미채소류, 홍고추, 홍고추, 1, 0, 300.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 400.0
220929, 조미채소류, 홍고추, 홍고추, 1, 0, 630.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 280.0
220929, 과실류, 단감, 부유, 1, 0, 130.0
220929, 과실류, 감귤, 극조생감귤, 1, 0, 290.0
220929, 과실류, 사과, 홍로, 1, 0, 80.0
220929, 과채류, 호박, 쥬키니호박, 1, 0, 76.0
220929, 서류, 감자, 자주감자, 1, 0, 60.0
220929, 과채류, 호박, 쥬키니호박, 1, 0, 76.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 800.0
220929, 과실류, 사과, 시나노스위트, 1, 0, 180.0
220929, 과실류, 감귤, 극조생감귤, 1, 0, 290.0
220929, 과실류, 사과, 홍로, 1, 0, 86.666664
220929, 과실류, 단감, 대안, 1, 0, 460.0
220929, 버섯류, 새송이, 새송이, 1, 0, 475.0
220929, 버섯류, 표고버섯, 생표고, 1, 0, 730.0
220929, 엽경채류, 깻잎, 깻잎, 1, 0, 2050.0
220929, 서류, 감자, 기타감자, 1, 0, 190.0
220929, 과실류, 사과, 요까, 1, 0, 165.0
220929, 과실류, 단감, 상서, 1, 0, 310.0
220929, 과실류, 포도, 기타포도, 1, 0, 500.0
220929, 과실류, 단감, 송본, 1, 0, 160.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 466.66666
220929, 과채류, 호박, 쥬키니호박, 1, 0, 85.0
220929, 과실류, 포도, 마스캇베리에이, 1, 0, 350.0
220929, 과실류, 사과, 양광, 1, 0, 320.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 640.0
220929, 과실류, 감귤, 조생귤, 1, 0, 232.0
220929, 과실류, 단감, 기타단감, 1, 0, 34.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 364.0
220929, 과실류, 단감, 상서, 1, 0, 358.0
220929, 조미채소류, 쪽파, 쪽파, 1, 0, 300.0
220929, 과일과채류, 방울토마토, 방울토마토, 1, 0, 640.0
220929, 엽경채류, 쑥갓, 쑥갓, 1, 0, 100.0
220929, 양채류, 케일, 쌈케일, 1, 0, 315.0
220929, 서류, 고구마, 기타, 1, 0, 120.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 212.0
220929, 과실류, 단감, 부유, 1, 0, 220.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 350.0
220929, 조미채소류, 꽈리고추, 꽈리고추, 1, 0, 500.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 825.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 520.0
220929, 엽경채류, 열무, 열무, 1, 0, 90.5
220929, 과실류, 포도, 기타포도, 1, 0, 505.0
220929, 엽경채류, 열무, 열무, 1, 0, 137.5
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 260.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220929, 조미채소류, 건고추, 기타건고추, 1, 0, 2450.0
220929, 엽경채류, 갓, 갓, 1, 0, 87.5
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 300.0
220929, 과실류, 자두, 추희, 1, 0, 380.0
220929, 과실류, 포도, 샤인마스캇, 1, 0, 540.0
220929, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220929, 엽경채류, 쑥갓, 쑥갓, 1, 0, 100.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 510.0
220929, 근채류, 연근, 연근, 0, 0, 270.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 230.0
220929, 과실류, 복숭아, 기타복숭아, 1, 0, 250.0
220929, 엽경채류, 상추, 청상추, 1, 0, 175.0
220929, 서류, 고구마, 붉은고구마, 1, 0, 113.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 180.0
220929, 엽경채류, 배추, 쌈배추, 1, 0, 313.75
220929, 조미채소류, 대파, 대파, 1, 0, 156.0
220929, 과실류, 단감, 기타단감, 1, 0, 280.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 280.0
220929, 서류, 고구마, 기타, 1, 0, 190.0
220929, 과채류, 호박, 쥬키니호박, 1, 0, 113.40206
220929, 과일과채류, 수박, 수박, 1, 0, 250.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 서류, 고구마, 기타, 1, 0, 200.0
220929, 수실류, 대추, 기타대추, 1, 0, 800.0
220929, 수실류, 대추, 기타대추, 1, 0, 700.0
220929, 수실류, 대추, 기타대추, 1, 0, 800.0
220929, 과일과채류, 토마토, 토마토, 1, 0, 380.0
220929, 과채류, 오이, 취청, 1, 0, 188.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220929, 조미채소류, 풋고추, 청양, 1, 0, 250.0
220929, 과실류, 감귤, 하우스감귤, 1, 0, 340.0
220929, 과실류, 단감, 송본, 1, 0, 160.0
220929, 수실류, 대추, 대추, 1, 0, 850.0
220929, 과일과채류, 수박, 수박, 1, 0, 141.66667
220929, 과채류, 오이, 백다다기, 1, 0, 346.66666
220929, 수실류, 대추, 기타대추, 1, 0, 600.0
220929, 과실류, 복숭아, 황도, 1, 0, 225.0
220929, 조미채소류, 마늘, 마늘쫑, 0, 0, 425.0
