220928, 과실류, 배, 화산, 1, 0, 166.66667
220928, 수실류, 대추, 대추, 1, 0, 600.0
220928, 양채류, 치커리, 치커리, 1, 0, 330.0
220928, 서류, 감자, 기타감자, 1, 0, 115.0
220928, 서류, 감자, 기타감자, 1, 0, 175.0
220928, 과실류, 무화과, 무화과, 1, 0, 375.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 533.3333
220928, 엽경채류, 상추, 기타상추, 1, 0, 150.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 463.33334
220928, 조미채소류, 풋고추, 모닝, 1, 0, 368.42105
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 수실류, 대추, 대추, 1, 0, 650.0
220928, 과실류, 단감, 송본, 1, 0, 200.0
220928, 양채류, 케일, 쌈케일, 1, 0, 375.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 240.0
220928, 엽경채류, 배추, 고냉지배추, 1, 0, 68.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 550.0
220928, 엽경채류, 배추, 기타배추, 1, 0, 96.0
220928, 과채류, 호박, 풋호박, 1, 0, 110.90909
220928, 과일과채류, 메론, 네트계, 1, 0, 137.5
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 125.0
220928, 엽경채류, 근대, 적근대, 1, 0, 200.0
220928, 산채류, 마, 생장마, 1, 0, 278.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 300.0
220928, 조미채소류, 쪽파, 깐쪽파, 1, 0, 610.0
220928, 조미채소류, 풋고추, 기타풋고추, 1, 0, 142.20183
220928, 조미채소류, 풋고추, 청양, 1, 0, 366.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 150.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 400.0
220928, 엽경채류, 상추, 청상추, 1, 0, 422.5
220928, 과실류, 단감, 송본, 1, 0, 320.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 960.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 262.5
220928, 과실류, 포도, 거봉, 1, 0, 650.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 250.0
220928, 엽경채류, 배추, 기타배추, 1, 0, 80.0
220928, 엽경채류, 상추, 청상추, 1, 0, 300.0
220928, 서류, 고구마, 밤고구마, 1, 0, 140.0
220928, 엽경채류, 배추, 기타배추, 1, 0, 80.0
220928, 버섯류, 새송이, 새송이, 1, 0, 255.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 95.0
220928, 과일과채류, 참외, 금싸라기, 1, 0, 110.0
220928, 엽경채류, 아욱, 아욱, 1, 0, 422.5
220928, 과실류, 포도, 거봉, 1, 0, 215.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 310.0
220928, 두류, 콩, 호랑이콩, 1, 0, 512.5
220928, 과일과채류, 토마토, 토마토, 1, 0, 345.0
220928, 과채류, 호박, 단호박, 1, 0, 300.0
220928, 엽경채류, 고들빼기, 고들빼기, 1, 0, 390.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 280.0
220928, 조미채소류, 풋고추, 기타풋고추, 1, 0, 436.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 102.5
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 980.0
220928, 과실류, 단감, 기타단감, 1, 0, 240.0
220928, 과실류, 떫은감, 약시, 1, 0, 204.0
220928, 서류, 감자, 기타감자, 1, 0, 160.0
220928, 엽경채류, 열무, 기타열무, 1, 0, 63.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 750.0
220928, 엽경채류, 상추, 청상추, 1, 0, 300.0
220928, 과채류, 오이, 가시오이, 1, 0, 250.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220928, 엽경채류, 시금치, 시금치, 1, 0, 475.0
220928, 과채류, 호박, 애호박, 1, 0, 140.0
220928, 과채류, 오이, 가시오이, 1, 0, 172.0
220928, 과일과채류, 수박, 수박, 1, 0, 178.57143
220928, 산채류, 고사리, 생고사리, 1, 0, 260.0
220928, 과실류, 떫은감, 반시, 1, 0, 136.0
220928, 엽경채류, 양배추, 양배추, 1, 0, 47.0
220928, 서류, 감자, 기타감자, 1, 0, 155.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 100.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 165.0
220928, 근채류, 무, 기타무, 1, 0, 132.5
220928, 과일과채류, 토마토, 토마토, 1, 0, 330.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 675.0
220928, 과실류, 포도, 기타포도, 1, 0, 550.0
220928, 엽경채류, 상추, 적상추, 1, 0, 157.5
220928, 과채류, 호박, 애호박, 1, 0, 128.75
220928, 과실류, 포도, 샤인마스캇, 1, 0, 350.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 430.0
220928, 과실류, 무화과, 무화과, 1, 0, 375.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 300.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1550.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 350.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 237.5
220928, 과실류, 사과, 시나노스위트, 1, 0, 380.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 260.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 410.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 240.0
220928, 엽경채류, 배추, 고냉지배추, 1, 0, 68.5
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 238.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 242.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 253.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 433.33334
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 수실류, 대추, 대추, 1, 0, 700.0
220928, 서류, 감자, 기타감자, 1, 0, 170.0
220928, 엽경채류, 쑥갓, 쑥갓, 1, 0, 250.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 250.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 200.0
220928, 서류, 감자, 기타감자, 1, 0, 50.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 400.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 과채류, 오이, 백다다기, 1, 0, 369.0
220928, 과실류, 단감, 송본, 1, 0, 300.0
220928, 과일과채류, 메론, 네트계, 1, 0, 137.5
220928, 과채류, 호박, 풋호박, 1, 0, 209.09091
220928, 엽경채류, 쑥갓, 쑥갓, 1, 0, 210.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 450.0
220928, 과실류, 파인애플, 골드, 1, 0, 278.26086
220928, 두류, 콩, 호랑이콩, 1, 0, 512.5
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1000.0
220928, 과실류, 파인애플, 골드, 1, 0, 243.47826
220928, 엽경채류, 양배추, 양배추, 1, 0, 82.72727
220928, 과실류, 파인애플, 골드, 1, 0, 278.26086
220928, 과일과채류, 참외, 금싸라기, 1, 0, 110.0
220928, 과실류, 파인애플, 골드, 1, 0, 269.56522
220928, 과일과채류, 수박, 기타수박, 1, 0, 133.33333
220928, 과실류, 파인애플, 골드, 1, 0, 278.26086
220928, 과실류, 포도, 거봉, 1, 0, 600.0
220928, 엽경채류, 아욱, 아욱, 1, 0, 204.44444
220928, 과일과채류, 참외, 금싸라기, 1, 0, 130.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 390.0
220928, 과채류, 호박, 풋호박, 1, 0, 206.25
220928, 엽경채류, 아욱, 아욱, 1, 0, 350.0
220928, 조미채소류, 마늘, 기타마늘, 1, 0, 224.13792
220928, 과채류, 가지, 가지, 1, 0, 112.5
220928, 과실류, 단감, 기타단감, 1, 0, 240.0
220928, 과실류, 떫은감, 약시, 1, 0, 204.0
220928, 서류, 감자, 기타감자, 1, 0, 160.0
220928, 조미채소류, 생강, 생강, 1, 0, 391.66666
220928, 조미채소류, 대파, 깐대파, 1, 0, 166.0
220928, 과실류, 떫은감, 약시, 1, 0, 220.0
220928, 엽경채류, 쑥갓, 쑥갓, 1, 0, 225.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 100.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 340.0
220928, 과실류, 복숭아, 장호원황도, 1, 0, 230.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 383.33334
220928, 조미채소류, 마늘, 깐마늘 남도, 1, 0, 780.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 350.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 240.0
220928, 과실류, 무화과, 무화과, 1, 0, 375.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 380.0
220928, 과일과채류, 수박, 수박, 1, 0, 184.61539
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1550.0
220928, 산채류, 참나물, 참나물, 1, 0, 425.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 410.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 237.5
220928, 과채류, 호박, 애호박, 1, 0, 220.0
220928, 서류, 감자, 기타감자, 1, 0, 170.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 162.5
220928, 엽경채류, 고구마순, 기타고구마순, 1, 0, 120.0
220928, 근채류, 무, 기타무, 1, 0, 130.0
220928, 산채류, 고비, 고비, 0, 0, 630.0
220928, 엽경채류, 양배추, 양배추, 1, 0, 45.0
220928, 과실류, 배, 원황, 1, 0, 100.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 337.6147
220928, 엽경채류, 시금치, 시금치, 1, 0, 525.0
220928, 근채류, 무, 기타무, 1, 0, 130.0
220928, 과실류, 떫은감, 반시, 1, 0, 144.0
220928, 과일과채류, 수박, 수박, 1, 0, 150.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 416.66666
220928, 과실류, 포도, 샤인마스캇, 1, 0, 425.0
220928, 수실류, 대추, 대추, 1, 0, 800.0
220928, 엽경채류, 상추, 청상추, 1, 0, 150.0
220928, 과실류, 무화과, 무화과, 1, 0, 375.0
220928, 양채류, 케일, 쌈케일, 1, 0, 367.5
220928, 버섯류, 느타리버섯, 느타리버섯, 1, 0, 460.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 300.0
220928, 엽경채류, 열무, 열무, 1, 0, 110.0
220928, 과채류, 호박, 애호박, 1, 0, 175.0
220928, 과실류, 단감, 송본, 1, 0, 240.0
220928, 양채류, 로메인, 통로메인, 1, 0, 75.0
220928, 수실류, 대추, 기타대추, 1, 0, 875.0
220928, 과실류, 단감, 송본, 1, 0, 220.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 575.0
220928, 과채류, 호박, 풋호박, 1, 0, 209.09091
220928, 버섯류, 새송이, 새송이, 1, 0, 225.0
220928, 서류, 감자, 기타감자, 1, 0, 60.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 433.33334
220928, 과실류, 포도, 샤인마스캇, 1, 0, 750.0
220928, 과채류, 오이, 취청, 1, 0, 400.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 250.0
220928, 과실류, 단감, 송본, 1, 0, 330.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 433.33334
220928, 과일과채류, 토마토, 토마토, 1, 0, 275.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 550.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 330.0
220928, 과실류, 떫은감, 약시, 1, 0, 200.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 500.0
220928, 조미채소류, 풋고추, 녹광, 1, 0, 177.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 610.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 약용작물류, 참당귀, 당귀잎, 1, 0, 1300.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 550.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 850.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 525.0
220928, 엽경채류, 아욱, 아욱, 1, 0, 540.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 1050.0
220928, 과실류, 포도, 거봉, 1, 0, 250.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 1050.0
220928, 과실류, 포도, 거봉, 1, 0, 325.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 1000.0
220928, 과실류, 포도, 거봉, 1, 0, 925.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 470.0
220928, 과채류, 오이, 가시오이, 1, 0, 160.0
220928, 과실류, 단감, 기타단감, 1, 0, 300.0
220928, 과채류, 호박, 단호박, 1, 0, 306.66666
220928, 수실류, 떫은감, 약시, 1, 0, 440.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 550.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 과실류, 포도, 거봉, 1, 0, 200.0
220928, 과실류, 포도, 기타포도, 1, 0, 550.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 270.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 1300.0
220928, 과실류, 자두, 기타자두, 1, 0, 648.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 180.0
220928, 엽경채류, 상추, 청상추, 1, 0, 150.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 350.0
220928, 과실류, 포도, 스튜벤, 1, 0, 352.5
220928, 과채류, 오이, 가시오이, 1, 0, 122.0
220928, 과실류, 무화과, 무화과, 1, 0, 375.0
220928, 조미채소류, 홍고추, 홍고추, 1, 0, 465.51724
220928, 엽경채류, 배추, 쌈배추, 1, 0, 210.0
220928, 산채류, 고사리, 생고사리, 1, 0, 350.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 533.3333
220928, 서류, 감자, 기타감자, 1, 0, 190.0
220928, 과일과채류, 수박, 수박, 1, 0, 163.63637
220928, 엽경채류, 열무, 기타열무, 1, 0, 60.0
220928, 과실류, 자두, 추희, 1, 0, 600.0
220928, 과실류, 복숭아, 황도, 1, 0, 412.5
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 433.33334
220928, 과실류, 포도, 샤인마스캇, 1, 0, 675.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 350.0
220928, 서류, 고구마, 붉은고구마, 1, 0, 117.0
220928, 산채류, 방풍나물, 방풍나물, 1, 0, 200.0
220928, 엽경채류, 상추, 청상추, 1, 0, 182.5
220928, 과일과채류, 토마토, 토마토, 1, 0, 220.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 300.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 140.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 566.6667
220928, 서류, 감자, 수미, 1, 0, 50.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 465.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 85.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 266.66666
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 533.3333
220928, 엽경채류, 쑥갓, 쑥갓, 1, 0, 75.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 450.0
220928, 과일과채류, 메론, 네트계, 1, 0, 175.0
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 360.0
220928, 근채류, 무, 고냉지무, 1, 0, 159.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 500.0
220928, 엽경채류, 배추, 고냉지배추, 1, 0, 72.0
220928, 서류, 고구마, 호박고구마, 1, 0, 130.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과실류, 감귤, 기타감귤, 1, 0, 290.0
220928, 과실류, 복숭아, 황도, 1, 0, 125.0
220928, 근채류, 무, 고냉지무, 1, 0, 120.0
220928, 엽경채류, 고추잎, 생고추잎, 1, 0, 150.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 202.5
220928, 산채류, 마, 생장마, 1, 0, 283.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 350.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 과실류, 자두, 추희, 1, 0, 260.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 330.0
220928, 양채류, 케일, 쌈케일, 1, 0, 380.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 600.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 250.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 600.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 580.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 670.0
220928, 엽경채류, 상추, 상추순, 1, 0, 240.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 650.0
220928, 엽경채류, 상추, 청상추, 1, 0, 235.0
220928, 엽경채류, 아욱, 아욱, 1, 0, 500.0
220928, 과실류, 포도, 거봉, 1, 0, 250.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 480.0
220928, 과채류, 호박, 단호박, 1, 0, 306.66666
220928, 과실류, 포도, 거봉, 1, 0, 325.0
220928, 과실류, 감귤, 조생귤, 1, 0, 340.0
220928, 과실류, 포도, 거봉, 1, 0, 925.0
220928, 엽경채류, 상추, 청상추, 1, 0, 587.5
220928, 과채류, 오이, 가시오이, 1, 0, 160.0
220928, 근채류, 당근, 당근, 0, 0, 90.0
220928, 엽경채류, 미나리, 미나리, 1, 0, 440.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 엽경채류, 양배추, 양배추, 1, 0, 73.63636
220928, 과실류, 단감, 상서, 1, 0, 100.0
220928, 과일과채류, 참외, 금싸라기, 1, 0, 130.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1153.3334
220928, 과실류, 포도, 캠벨얼리, 1, 0, 333.33334
220928, 엽경채류, 미나리, 미나리, 1, 0, 440.0
220928, 서류, 감자, 수미, 1, 0, 142.5
220928, 두류, 콩, 호랑이콩, 1, 0, 755.0
220928, 서류, 감자, 기타감자, 1, 0, 50.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 465.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 475.0
220928, 엽경채류, 상추, 쫑상추, 1, 0, 75.0
220928, 과실류, 자두, 추희, 1, 0, 560.0
220928, 조미채소류, 마늘, 깐마늘 남도, 1, 0, 800.0
220928, 과실류, 단감, 기타단감, 1, 0, 295.55554
220928, 과채류, 호박, 애호박, 1, 0, 226.25
220928, 서류, 감자, 기타감자, 1, 0, 165.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 566.6667
220928, 과채류, 호박, 애호박, 1, 0, 230.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 450.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 566.6667
220928, 버섯류, 느타리버섯, 애느타리, 1, 0, 300.0
220928, 과실류, 떫은감, 약시, 1, 0, 200.0
220928, 산채류, 참나물, 참나물, 1, 0, 500.0
220928, 과채류, 오이, 가시오이, 1, 0, 221.0
220928, 과실류, 자몽, 그레이프푸룻, 1, 0, 186.66667
220928, 과채류, 오이, 가시오이, 1, 0, 150.0
220928, 과실류, 복숭아, 황도, 1, 0, 400.0
220928, 엽경채류, 상추, 청상추, 1, 0, 175.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 330.0
220928, 과실류, 무화과, 무화과, 1, 0, 375.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 260.0
220928, 조미채소류, 풋고추, 녹광, 1, 0, 176.99115
220928, 서류, 고구마, 밤고구마, 1, 0, 113.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 260.0
220928, 엽경채류, 상추, 꽃적상추, 1, 0, 175.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1800.0
220928, 서류, 감자, 기타감자, 1, 0, 150.0
220928, 서류, 감자, 기타감자, 1, 0, 175.0
220928, 과채류, 호박, 애호박, 1, 0, 250.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 425.0
220928, 조미채소류, 풋고추, 모닝, 1, 0, 298.2456
220928, 과실류, 단감, 송본, 1, 0, 180.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 625.0
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 600.0
220928, 수실류, 대추, 대추, 1, 0, 400.0
220928, 버섯류, 새송이, 새송이, 1, 0, 225.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 233.33333
220928, 수실류, 대추, 기타대추, 1, 0, 500.0
220928, 조미채소류, 대파, 대파, 1, 0, 188.88889
220928, 과채류, 호박, 풋호박, 1, 0, 200.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 과일과채류, 토마토, 토마토, 1, 0, 330.0
220928, 조미채소류, 홍고추, 홍고추, 1, 0, 446.42856
220928, 과실류, 포도, 캠벨얼리, 1, 0, 400.0
220928, 과실류, 복숭아, 황도, 1, 0, 200.0
220928, 엽경채류, 열무, 열무, 1, 0, 94.0
220928, 과채류, 오이, 취청, 1, 0, 350.0
220928, 과채류, 오이, 취청, 1, 0, 405.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 120.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 250.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 277.5
220928, 서류, 감자, 기타감자, 1, 0, 50.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 550.0
220928, 과실류, 단감, 기타단감, 1, 0, 340.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 560.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 610.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 620.0
220928, 과실류, 떫은감, 약시, 1, 0, 250.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 365.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 550.0
220928, 조미채소류, 마늘, 기타마늘, 1, 0, 200.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 344.0
220928, 과일과채류, 메론, 메론, 0, 0, 370.0
220928, 양채류, 브로코리(녹색꽃양배추), 브로코리, 1, 0, 187.5
220928, 조미채소류, 풋고추, 청양, 1, 0, 340.0
220928, 과실류, 오렌지, 네블, 1, 0, 322.22223
220928, 엽경채류, 미나리, 미나리, 1, 0, 440.0
220928, 과실류, 포도, 기타포도, 1, 0, 650.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 880.0
220928, 엽경채류, 미나리, 미나리, 1, 0, 440.0
220928, 조미채소류, 대파, 대파, 1, 0, 142.0
220928, 과일과채류, 참외, 금싸라기, 1, 0, 120.0
220928, 과일과채류, 메론, 네트계, 1, 0, 300.0
220928, 과일과채류, 수박, 기타수박, 1, 0, 137.5
220928, 조미채소류, 대파, 대파, 1, 0, 142.0
220928, 산채류, 마, 생장마, 1, 0, 312.0
220928, 과실류, 떫은감, 약시, 1, 0, 310.0
220928, 과채류, 가지, 가지, 1, 0, 193.75
220928, 엽경채류, 아욱, 아욱, 1, 0, 182.5
220928, 과일과채류, 수박, 수박, 1, 0, 183.33333
