220928, 과실류, 사과, 시나노레드, 1, 0, 175.0
220928, 과실류, 사과, 홍로, 1, 0, 300.0
220928, 과실류, 사과, 홍로, 1, 0, 120.5
220928, 과일과채류, 토마토, 토마토, 1, 0, 440.0
220928, 과실류, 단감, 송본, 1, 0, 285.0
220928, 과일과채류, 메론, 네트계, 1, 0, 320.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 625.0
220928, 엽경채류, 상추, 청상추, 1, 0, 700.0
220928, 양채류, 파프리카, 빨강파프리카, 1, 0, 720.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 353.33334
220928, 조미채소류, 풋고추, 청양, 1, 0, 254.54546
220928, 과실류, 자두, 추희, 1, 0, 330.0
220928, 과채류, 호박, 쥬키니호박, 1, 0, 180.0
220928, 과실류, 떫은감, 대봉시, 1, 0, 145.0
220928, 수실류, 떫은감, 약시, 1, 0, 300.0
220928, 수실류, 밤, 기타밤, 1, 0, 10.0
220928, 과채류, 호박, 애호박, 1, 0, 237.5
220928, 과실류, 사과, 기타사과, 1, 0, 302.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 102.0
220928, 과실류, 단감, 기타단감, 1, 0, 280.0
220928, 과일과채류, 수박, 수박, 1, 0, 213.52942
220928, 조미채소류, 마늘, 깐마늘, 1, 0, 850.0
220928, 과실류, 배, 신고, 1, 0, 106.666664
220928, 과실류, 사과, 홍로, 1, 0, 150.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 500.0
220928, 과실류, 배, 신고, 1, 0, 113.333336
220928, 과실류, 사과, 시나노레드, 1, 0, 200.0
220928, 과실류, 배, 신고, 1, 0, 113.333336
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220928, 과실류, 사과, 홍로, 1, 0, 130.0
220928, 과실류, 단감, 차랑, 1, 0, 600.0
220928, 과실류, 사과, 기타사과, 1, 0, 414.5
220928, 과실류, 사과, 시나노레드, 1, 0, 195.0
220928, 과실류, 사과, 홍로, 1, 0, 230.0
220928, 과실류, 사과, 홍로, 1, 0, 158.0
220928, 과실류, 오렌지, 네블, 1, 0, 353.33334
220928, 엽경채류, 아욱, 아욱, 1, 0, 157.5
220928, 과일과채류, 방울토마토, 방울토마토, 1, 0, 550.0
220928, 과실류, 사과, 홍로, 1, 0, 194.5
220928, 과실류, 사과, 홍로, 1, 0, 205.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 200.0
220928, 과실류, 사과, 홍로, 1, 0, 201.0
220928, 과실류, 단감, 상서, 1, 0, 345.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 75.0
220928, 과실류, 사과, 홍로, 1, 0, 280.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 516.6667
220928, 과실류, 사과, 홍로, 1, 0, 184.5
220928, 과일과채류, 수박, 수박, 1, 0, 242.85715
220928, 과실류, 사과, 시나노스위트, 1, 0, 129.5
220928, 과실류, 사과, 홍로, 1, 0, 310.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 155.5
220928, 과실류, 오렌지, 네블, 1, 0, 353.33334
220928, 과실류, 자두, 추희, 1, 0, 230.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 587.5
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 240.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 220.0
220928, 과채류, 오이, 가시오이, 1, 0, 190.0
220928, 수실류, 밤, 기타밤, 1, 0, 10.0
220928, 수실류, 떫은감, 약시, 1, 0, 300.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 34900.0
220928, 과채류, 호박, 애호박, 1, 0, 100.0
220928, 과실류, 배, 화산, 1, 0, 134.66667
220928, 과실류, 무화과, 무화과, 1, 0, 450.0
220928, 엽경채류, 상추, 청상추, 1, 0, 250.0
220928, 과채류, 호박, 단호박, 1, 0, 220.0
220928, 과채류, 오이, 가시오이, 1, 0, 163.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 220.0
220928, 엽경채류, 열무, 열무, 1, 0, 62.5
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 520.0
220928, 과실류, 배, 신고, 1, 0, 120.0
220928, 과실류, 복숭아, 유명, 1, 0, 300.0
220928, 엽경채류, 열무, 열무, 1, 0, 67.5
220928, 과일과채류, 토마토, 토마토, 1, 0, 450.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 500.0
220928, 수실류, 떫은감, 연시, 1, 0, 18000.0
220928, 과일과채류, 메론, 기타메론, 1, 0, 400.0
220928, 과실류, 사과, 요까, 1, 0, 217.5
220928, 과실류, 포도, 캠벨얼리, 1, 0, 366.66666
220928, 과실류, 떫은감, 약시, 1, 0, 180.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 533.3333
220928, 버섯류, 표고버섯, 표고버섯, 0, 0, 700.0
220928, 조미채소류, 풋고추, 아삭이, 1, 0, 270.0
220928, 과실류, 사과, 홍로, 1, 0, 220.0
220928, 과일과채류, 메론, 네트계, 1, 0, 400.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 371.0
220928, 과일과채류, 메론, 네트계, 1, 0, 275.0
220928, 엽경채류, 청경채, 청경채, 1, 0, 175.0
220928, 과실류, 단감, 기타단감, 1, 0, 200.0
220928, 조미채소류, 풋고추, 아삭이, 1, 0, 270.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 240.0
220928, 버섯류, 표고버섯, 기타표고버섯, 1, 0, 1100.0
220928, 서류, 고구마, 기타, 1, 0, 80.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과채류, 호박, 애호박, 1, 0, 242.85715
220928, 수실류, 대추, 기타대추, 1, 0, 750.0
220928, 과일과채류, 수박, 수박, 1, 0, 222.22223
220928, 조미채소류, 양파, 기타양파, 1, 0, 126.666664
220928, 엽경채류, 상추, 포기찹, 1, 0, 610.0
220928, 과실류, 단감, 기타단감, 1, 0, 380.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 470.0
220928, 양채류, 양상추, 양상추, 1, 0, 175.0
220928, 수실류, 대추, 기타대추, 1, 0, 800.0
220928, 과일과채류, 수박, 수박, 1, 0, 213.52942
220928, 과실류, 단감, 차랑, 1, 0, 230.0
220928, 조미채소류, 풋고추, 오이맛고추, 1, 0, 42000.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 210.0
220928, 양채류, 양상추, 양상추, 1, 0, 175.0
220928, 과실류, 사과, 요까, 1, 0, 220.0
220928, 엽경채류, 상추, 청상추, 1, 0, 150.0
220928, 근채류, 토란, 토란, 1, 0, 250.0
220928, 과실류, 복숭아, 유명, 1, 0, 380.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 360.0
220928, 과실류, 포도, 거봉, 1, 0, 650.0
220928, 과일과채류, 수박, 수박, 1, 0, 166.0
220928, 조미채소류, 대파, 대파, 1, 0, 170.0
220928, 조미채소류, 대파, 대파, 1, 0, 102.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 102.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 233.33333
220928, 과실류, 배, 신고, 1, 0, 93.333336
220928, 과실류, 사과, 시나노스위트, 1, 0, 255.0
220928, 조미채소류, 풋고추, 기타풋고추, 1, 0, 62.5
220928, 양채류, 파프리카, 빨강파프리카, 1, 0, 580.0
220928, 수실류, 대추, 대추, 1, 0, 650.0
220928, 엽경채류, 상추, 적상추, 1, 0, 450.0
220928, 수실류, 떫은감, 약시, 1, 0, 180.0
220928, 서류, 감자, 수미, 1, 0, 71.0
220928, 근채류, 토란, 토란, 1, 0, 250.0
220928, 조미채소류, 풋고추, 오이맛고추, 1, 0, 140.0
220928, 엽경채류, 얼갈이배추, 기타얼갈이배추, 1, 0, 105.0
220928, 엽경채류, 배추, 봄배추, 1, 0, 186.66667
220928, 과실류, 포도, 캠벨얼리, 1, 0, 233.33333
220928, 수실류, 떫은감, 반시, 1, 0, 360.0
220928, 서류, 고구마, 기타, 1, 0, 60.0
220928, 과실류, 감귤, 황금향, 1, 0, 593.3333
220928, 양채류, 피망(단고추), 피망, 1, 0, 280.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 500.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 625.0
220928, 조미채소류, 방아, 방아, 1, 0, 397.5
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 370.0
220928, 과일과채류, 메론, 네트계, 1, 0, 185.71428
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 416.66666
220928, 조미채소류, 풋고추, 오이맛고추, 1, 0, 330.0
220928, 양채류, 파프리카, 파프리카, 1, 0, 340.0
220928, 과실류, 감귤, 조생귤, 1, 0, 120.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 과일과채류, 메론, 네트계, 1, 0, 185.71428
220928, 과채류, 오이, 취청, 1, 0, 335.0
220928, 산채류, 도라지, 생도라지재배산, 1, 0, 400.0
220928, 과실류, 복숭아, 장호원황도, 1, 0, 225.0
220928, 서류, 고구마, 호박고구마, 1, 0, 80.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 575.0
220928, 양채류, 피망(단고추), 피망, 1, 0, 400.0
220928, 과일과채류, 메론, 네트계, 1, 0, 185.71428
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 362.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 625.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 700.0
220928, 과채류, 오이, 취청, 1, 0, 325.0
220928, 과일과채류, 메론, 네트계, 1, 0, 185.71428
220928, 수실류, 대추, 기타대추, 1, 0, 1350.0
220928, 과실류, 자두, 추희, 1, 0, 280.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 450.0
220928, 과일과채류, 메론, 네트계, 1, 0, 171.42857
220928, 조미채소류, 풋고추, 녹광, 1, 0, 150.0
220928, 과채류, 가지, 가지, 1, 0, 340.0
220928, 양채류, 치커리, 치커리, 1, 0, 125.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 과일과채류, 메론, 네트계, 1, 0, 171.42857
220928, 과채류, 오이, 취청, 1, 0, 345.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 46500.0
220928, 엽경채류, 상추, 적상추, 1, 0, 287.5
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 엽경채류, 상추, 청상추, 1, 0, 540.0
220928, 조미채소류, 풋고추, 녹광, 1, 0, 360.0
220928, 과채류, 가지, 가지, 1, 0, 182.0
220928, 서류, 고구마, 기타, 1, 0, 140.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 666.6667
220928, 과실류, 포도, 캠벨얼리, 1, 0, 426.66666
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 80.0
220928, 조미채소류, 쪽파, 쪽파, 1, 0, 510.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 400.0
220928, 버섯류, 팽이버섯, 팽이1호, 1, 0, 180.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 199.5
220928, 과실류, 사과, 시나노스위트, 1, 0, 196.5
220928, 과실류, 사과, 시나노골드, 1, 0, 95.0
220928, 과실류, 사과, 시나노골드, 1, 0, 249.0
220928, 과실류, 사과, 시나노골드, 1, 0, 244.5
220928, 과실류, 사과, 시나노레드, 1, 0, 195.0
220928, 과실류, 사과, 시나노골드, 1, 0, 145.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 560.0
220928, 과실류, 사과, 시나노골드, 1, 0, 194.5
220928, 과실류, 배, 신고, 1, 0, 153.33333
220928, 과실류, 사과, 시나노골드, 1, 0, 289.5
220928, 과실류, 사과, 홍로, 1, 0, 140.0
220928, 과실류, 배, 신고, 1, 0, 200.0
220928, 과실류, 사과, 시나노골드, 1, 0, 298.0
220928, 엽경채류, 배추, 고냉지배추, 1, 0, 145.83333
220928, 과실류, 사과, 홍로, 1, 0, 150.0
220928, 과실류, 사과, 시나노레드, 1, 0, 140.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 440.0
220928, 조미채소류, 생강, 생강, 1, 0, 205.0
220928, 과실류, 사과, 홍로, 1, 0, 140.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 233.33333
220928, 과실류, 사과, 홍로, 1, 0, 280.0
220928, 과실류, 사과, 홍로, 1, 0, 300.0
220928, 과실류, 무화과, 무화과, 1, 0, 550.0
220928, 과실류, 무화과, 무화과, 1, 0, 550.0
220928, 과실류, 떫은감, 대봉시, 1, 0, 186.0
220928, 과실류, 오렌지, 네블, 1, 0, 353.33334
220928, 과실류, 무화과, 무화과, 1, 0, 700.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 400.0
220928, 과실류, 무화과, 무화과, 1, 0, 700.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 466.66666
220928, 버섯류, 표고버섯, 기타표고버섯, 1, 0, 1100.0
220928, 양채류, 파프리카, 빨강파프리카, 1, 0, 720.0
220928, 과실류, 단감, 기타단감, 1, 0, 420.0
220928, 양채류, 파프리카, 빨강파프리카, 1, 0, 720.0
220928, 과일과채류, 토마토, 완숙토마토, 1, 0, 260.0
220928, 과실류, 단감, 상서, 1, 0, 45.0
220928, 과실류, 단감, 차랑, 1, 0, 130.0
220928, 과일과채류, 메론, 기타메론, 1, 0, 400.0
220928, 과실류, 배, 신고, 1, 0, 106.666664
220928, 서류, 고구마, 밤고구마, 1, 0, 138.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 252.22223
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 340.0
220928, 과일과채류, 수박, 수박, 1, 0, 9300.0
220928, 과실류, 떫은감, 연시, 1, 0, 204.0
220928, 과실류, 포도, 거봉, 1, 0, 225.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 320.0
220928, 과실류, 사과, 기타사과, 1, 0, 270.0
220928, 과실류, 사과, 시나노스위트, 1, 0, 389.0
220928, 과실류, 사과, 아오리, 1, 0, 230.0
220928, 수실류, 밤, 기타밤, 1, 0, 10.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 과실류, 바나나, 바나나, 0, 0, 184.61539
220928, 버섯류, 새송이, 새송이, 1, 0, 290.0
220928, 과실류, 포도, 캠벨얼리, 1, 0, 270.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 과실류, 바나나, 바나나, 0, 0, 184.61539
220928, 수실류, 대추, 기타대추, 1, 0, 225.0
220928, 엽경채류, 배추, 쌈배추, 1, 0, 206.25
220928, 과실류, 포도, 샤인마스캇, 1, 0, 600.0
220928, 과실류, 바나나, 바나나, 0, 0, 184.61539
220928, 과실류, 감귤, 중생귤, 1, 0, 260.0
220928, 과실류, 바나나, 바나나, 0, 0, 184.61539
220928, 엽경채류, 얼갈이배추, 기타얼갈이배추, 1, 0, 105.0
220928, 과채류, 호박, 단호박, 1, 0, 240.0
220928, 과실류, 복숭아, 복숭아, 1, 0, 300.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1500.0
220928, 양채류, 파프리카, 빨강파프리카, 1, 0, 564.0
220928, 과실류, 사과, 기타사과, 1, 0, 135.0
220928, 조미채소류, 대파, 대파, 1, 0, 172.0
220928, 과실류, 떫은감, 약시, 1, 0, 200.0
220928, 서류, 감자, 기타감자, 1, 0, 145.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 750.0
220928, 과실류, 단감, 차랑, 1, 0, 230.0
220928, 과채류, 오이, 가시오이, 1, 0, 89.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 282.0
220928, 엽경채류, 상추, 청상추, 1, 0, 540.0
220928, 과실류, 복숭아, 장호원황도, 1, 0, 275.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 360.0
220928, 과채류, 호박, 애호박, 1, 0, 187.5
220928, 과실류, 포도, 기타포도, 1, 0, 715.0
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 80.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 233.33333
220928, 과실류, 단감, 기타단감, 1, 0, 300.0
220928, 과일과채류, 메론, 네트계, 1, 0, 500.0
220928, 과실류, 감귤, 하우스감귤, 1, 0, 280.0
220928, 과채류, 가지, 가지, 1, 0, 400.0
220928, 과채류, 호박, 애호박, 1, 0, 152.5
220928, 과실류, 단감, 기타단감, 1, 0, 120.0
220928, 과채류, 호박, 단호박, 1, 0, 240.0
220928, 엽경채류, 깻잎, 깻잎순, 1, 0, 462.5
220928, 엽경채류, 얼갈이배추, 얼갈이배추, 1, 0, 80.0
220928, 과실류, 떫은감, 약시, 1, 0, 220.0
220928, 과채류, 가지, 가지, 1, 0, 168.75
220928, 과실류, 포도, 캠벨얼리, 1, 0, 453.33334
220928, 엽경채류, 상추, 적포기, 1, 0, 225.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 433.33334
220928, 과실류, 단감, 차랑, 1, 0, 250.0
220928, 과채류, 호박, 애호박, 1, 0, 127.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 200.0
220928, 과실류, 사과, 홍로, 1, 0, 300.0
220928, 과실류, 단감, 상서, 1, 0, 185.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 733.3333
220928, 수실류, 대추, 대추, 1, 0, 750.0
220928, 과실류, 포도, 마스캇베리에이, 1, 0, 450.0
220928, 과실류, 복숭아, 기타복숭아, 1, 0, 425.0
220928, 과실류, 떫은감, 약시, 1, 0, 220.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 365.0
220928, 과일과채류, 참외, 금싸라기, 1, 0, 130.0
220928, 조미채소류, 풋고추, 청양, 1, 0, 38000.0
220928, 과일과채류, 메론, 네트계, 1, 0, 313.75
220928, 과실류, 사과, 홍로, 1, 0, 300.0
220928, 조미채소류, 풋고추, 녹광, 1, 0, 450.0
220928, 엽경채류, 깻잎, 깻잎, 1, 0, 1390.0
220928, 과실류, 자두, 추희, 1, 0, 240.0
220928, 과실류, 복숭아, 황도, 1, 0, 187.5
220928, 수실류, 대추, 기타대추, 1, 0, 550.0
220928, 조미채소류, 풋고추, 녹광, 1, 0, 180.0
220928, 엽경채류, 상추, 청상추, 1, 0, 640.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 500.0
220928, 버섯류, 표고버섯, 표고버섯, 1, 0, 780.0
220928, 과채류, 오이, 취청, 1, 0, 500.0
220928, 과실류, 포도, 샤인마스캇, 1, 0, 650.0
220928, 과실류, 포도, 거봉, 1, 0, 600.0
220928, 과일과채류, 토마토, 토마토, 1, 0, 400.0
220928, 과실류, 단감, 송본, 1, 0, 530.0
220928, 조미채소류, 풋고추, 롱그린, 1, 0, 133.33333
220928, 버섯류, 팽이버섯, 팽이1호, 1, 0, 180.0
220928, 서류, 감자, 수미, 1, 0, 71.0
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 566.6667
220928, 과일과채류, 방울토마토, 대추방울, 1, 0, 266.66666
220928, 버섯류, 표고버섯, 표고버섯, 0, 0, 700.0
220928, 과채류, 오이, 취청, 1, 0, 385.0
